Station,Date(UTC),Tmax(C),Period(Hrs),Tmin(C),Period(Hrs),Tgmin(C),Period(Hrs),Tmean(C),RHmean(%),Period(Hrs),Freq
Wellington, Greta Point Cws,09/04/2018 08:00,14.2,1,13.4,1,-,-,13.9,92,1,H
Wellington, Greta Point Cws,09/04/2018 09:00,14.2,1,13.5,1,-,-,13.8,93,1,H
Wellington, Greta Point Cws,09/04/2018 10:00,14.3,1,13.9,1,-,-,14.2,93,1,H
Wellington, Greta Point Cws,09/04/2018 11:00,15.0,1,14.2,1,-,-,14.6,94,1,H
Wellington, Greta Point Cws,09/04/2018 12:00,15.0,1,14.6,1,-,-,14.8,95,1,H
Wellington, Greta Point Cws,09/04/2018 13:00,14.7,1,14.0,1,-,-,14.3,94,1,H
Wellington, Greta Point Cws,09/04/2018 14:00,14.2,1,12.5,1,-,-,13.3,93,1,H
Wellington, Greta Point Cws,09/04/2018 15:00,12.7,1,11.5,1,-,-,12.1,91,1,H
Wellington, Greta Point Cws,09/04/2018 16:00,11.5,1,10.4,1,-,-,11.0,89,1,H
Wellington, Greta Point Cws,09/04/2018 17:00,11.2,1,10.4,1,-,-,10.8,83,1,H
Wellington, Greta Point Cws,09/04/2018 18:00,11.1,1,10.3,1,-,-,10.7,85,1,H
Wellington, Greta Point Cws,09/04/2018 19:00,10.4,1,9.7,1,-,-,10.0,88,1,H
Wellington, Greta Point Cws,09/04/2018 20:00,9.8,1,9.1,1,-,-,9.5,87,1,H
Wellington, Greta Point Cws,09/04/2018 21:00,9.8,1,9.1,1,-,-,9.4,86,1,H
Wellington, Greta Point Cws,09/04/2018 22:00,10.2,1,9.4,1,-,-,9.7,84,1,H
Wellington, Greta Point Cws,09/04/2018 23:00,11.1,1,10.1,1,-,-,10.5,73,1,H
Wellington, Greta Point Cws,10/04/2018 00:00,11.1,1,9.9,1,-,-,10.3,77,1,H
Wellington, Greta Point Cws,10/04/2018 01:00,10.6,1,9.7,1,-,-,10.2,74,1,H
Wellington, Greta Point Cws,10/04/2018 02:00,10.2,1,9.0,1,-,-,9.8,78,1,H
Wellington, Greta Point Cws,10/04/2018 03:00,9.7,1,9.0,1,-,-,9.3,80,1,H
Wellington, Greta Point Cws,10/04/2018 04:00,9.5,1,8.8,1,-,-,9.2,81,1,H
Wellington, Greta Point Cws,10/04/2018 05:00,9.0,1,8.6,1,-,-,8.8,82,1,H
Wellington, Greta Point Cws,10/04/2018 06:00,9.8,1,8.7,1,-,-,9.2,76,1,H
Wellington, Greta Point Cws,10/04/2018 07:00,9.8,1,7.9,1,-,-,8.7,77,1,H
Wellington, Greta Point Cws,10/04/2018 08:00,10.4,1,8.4,1,-,-,9.4,71,1,H
Wellington, Greta Point Cws,10/04/2018 09:00,10.1,1,8.6,1,-,-,9.4,66,1,H
Wellington, Greta Point Cws,10/04/2018 10:00,10.7,1,8.9,1,-,-,10.0,58,1,H
Wellington, Greta Point Cws,10/04/2018 11:00,10.8,1,9.8,1,-,-,10.4,59,1,H
Wellington, Greta Point Cws,10/04/2018 12:00,10.4,1,8.8,1,-,-,9.8,64,1,H
Wellington, Greta Point Cws,10/04/2018 13:00,8.8,1,7.4,1,-,-,8.3,77,1,H
Wellington, Greta Point Cws,10/04/2018 14:00,8.9,1,8.5,1,-,-,8.6,76,1,H
Wellington, Greta Point Cws,10/04/2018 15:00,9.2,1,8.4,1,-,-,8.8,75,1,H
Wellington, Greta Point Cws,10/04/2018 16:00,9.2,1,8.8,1,-,-,9.0,73,1,H
Wellington, Greta Point Cws,10/04/2018 17:00,9.3,1,8.4,1,-,-,8.9,74,1,H
Wellington, Greta Point Cws,10/04/2018 18:00,8.9,1,8.4,1,-,-,8.6,73,1,H
Wellington, Greta Point Cws,10/04/2018 19:00,8.5,1,7.9,1,-,-,8.2,75,1,H
Wellington, Greta Point Cws,10/04/2018 20:00,8.9,1,7.8,1,-,-,8.5,73,1,H
Wellington, Greta Point Cws,10/04/2018 21:00,9.1,1,8.5,1,-,-,8.8,72,1,H
Wellington, Greta Point Cws,10/04/2018 22:00,8.9,1,8.4,1,-,-,8.6,74,1,H
Wellington, Greta Point Cws,10/04/2018 23:00,9.7,1,8.7,1,-,-,9.4,71,1,H
Wellington, Greta Point Cws,11/04/2018 00:00,10.1,1,9.4,1,-,-,9.8,69,1,H
Wellington, Greta Point Cws,11/04/2018 01:00,10.3,1,9.6,1,-,-,10.0,70,1,H
Wellington, Greta Point Cws,11/04/2018 02:00,10.0,1,9.3,1,-,-,9.5,78,1,H
Wellington, Greta Point Cws,11/04/2018 03:00,10.1,1,9.3,1,-,-,9.6,78,1,H
Wellington, Greta Point Cws,11/04/2018 04:00,10.6,1,9.0,1,-,-,9.7,77,1,H
Wellington, Greta Point Cws,11/04/2018 05:00,12.2,1,9.7,1,-,-,11.4,64,1,H
Wellington, Greta Point Cws,11/04/2018 06:00,11.8,1,10.9,1,-,-,11.3,65,1,H
Wellington, Greta Point Cws,11/04/2018 07:00,12.0,1,10.2,1,-,-,11.0,66,1,H
Wellington, Greta Point Cws,11/04/2018 08:00,10.9,1,8.5,1,-,-,9.3,80,1,H
Wellington, Greta Point Cws,11/04/2018 09:00,10.3,1,8.7,1,-,-,9.4,81,1,H
Wellington, Greta Point Cws,11/04/2018 10:00,10.3,1,9.4,1,-,-,9.9,78,1,H
Wellington, Greta Point Cws,11/04/2018 11:00,10.3,1,9.1,1,-,-,9.7,77,1,H
Wellington, Greta Point Cws,11/04/2018 12:00,10.5,1,10.0,1,-,-,10.2,77,1,H
Wellington, Greta Point Cws,11/04/2018 13:00,10.5,1,9.6,1,-,-,10.0,76,1,H
Wellington, Greta Point Cws,11/04/2018 14:00,10.6,1,9.7,1,-,-,10.2,77,1,H
Wellington, Greta Point Cws,11/04/2018 15:00,10.5,1,9.9,1,-,-,10.1,74,1,H
Wellington, Greta Point Cws,11/04/2018 16:00,10.9,1,10.1,1,-,-,10.6,66,1,H
Wellington, Greta Point Cws,11/04/2018 17:00,10.9,1,10.3,1,-,-,10.7,62,1,H
Wellington, Greta Point Cws,11/04/2018 18:00,10.4,1,9.1,1,-,-,9.6,58,1,H
Wellington, Greta Point Cws,11/04/2018 19:00,9.1,1,6.5,1,-,-,7.6,68,1,H
Wellington, Greta Point Cws,11/04/2018 20:00,8.4,1,6.6,1,-,-,7.3,72,1,H
Wellington, Greta Point Cws,11/04/2018 21:00,10.6,1,8.4,1,-,-,9.9,70,1,H
Wellington, Greta Point Cws,11/04/2018 22:00,13.5,1,10.6,1,-,-,12.1,62,1,H
Wellington, Greta Point Cws,11/04/2018 23:00,15.5,1,13.5,1,-,-,14.6,48,1,H
Wellington, Greta Point Cws,12/04/2018 00:00,15.8,1,14.1,1,-,-,15.0,53,1,H
Wellington, Greta Point Cws,12/04/2018 01:00,15.8,1,13.2,1,-,-,14.8,51,1,H
Wellington, Greta Point Cws,12/04/2018 02:00,13.2,1,12.3,1,-,-,12.6,53,1,H
Wellington, Greta Point Cws,12/04/2018 03:00,14.0,1,13.1,1,-,-,13.5,54,1,H
Wellington, Greta Point Cws,12/04/2018 04:00,13.4,1,13.1,1,-,-,13.2,56,1,H
Wellington, Greta Point Cws,12/04/2018 05:00,14.2,1,13.4,1,-,-,13.8,65,1,H
Wellington, Greta Point Cws,12/04/2018 06:00,14.3,1,13.7,1,-,-,14.0,68,1,H
Wellington, Greta Point Cws,12/04/2018 07:00,13.9,1,13.7,1,-,-,13.8,74,1,H
Wellington, Greta Point Cws,12/04/2018 08:00,13.9,1,13.7,1,-,-,13.8,82,1,H
Wellington, Greta Point Cws,12/04/2018 09:00,14.0,1,13.7,1,-,-,13.8,89,1,H
Wellington, Greta Point Cws,12/04/2018 10:00,13.9,1,12.5,1,-,-,13.4,82,1,H
Wellington, Greta Point Cws,12/04/2018 11:00,13.1,1,12.5,1,-,-,12.7,66,1,H
Wellington, Greta Point Cws,12/04/2018 12:00,12.6,1,12.5,1,-,-,12.6,68,1,H
Wellington, Greta Point Cws,12/04/2018 13:00,12.7,1,12.5,1,-,-,12.5,66,1,H
Wellington, Greta Point Cws,12/04/2018 14:00,12.9,1,12.6,1,-,-,12.7,58,1,H
Wellington, Greta Point Cws,12/04/2018 15:00,12.7,1,12.5,1,-,-,12.5,61,1,H
Wellington, Greta Point Cws,12/04/2018 16:00,12.5,1,12.2,1,-,-,12.3,60,1,H
Wellington, Greta Point Cws,12/04/2018 17:00,12.3,1,11.7,1,-,-,12.1,60,1,H
Wellington, Greta Point Cws,12/04/2018 18:00,11.8,1,10.8,1,-,-,11.2,63,1,H
Wellington, Greta Point Cws,12/04/2018 19:00,11.6,1,11.1,1,-,-,11.3,64,1,H
Wellington, Greta Point Cws,12/04/2018 20:00,13.0,1,11.5,1,-,-,12.3,58,1,H
Wellington, Greta Point Cws,12/04/2018 21:00,13.2,1,12.9,1,-,-,13.0,56,1,H
Wellington, Greta Point Cws,12/04/2018 22:00,14.0,1,13.1,1,-,-,13.6,54,1,H
Wellington, Greta Point Cws,12/04/2018 23:00,14.4,1,13.9,1,-,-,14.1,52,1,H
Wellington, Greta Point Cws,13/04/2018 00:00,14.7,1,14.1,1,-,-,14.4,51,1,H
Wellington, Greta Point Cws,13/04/2018 01:00,14.9,1,14.4,1,-,-,14.6,52,1,H
Wellington, Greta Point Cws,13/04/2018 02:00,14.5,1,13.4,1,-,-,13.9,53,1,H
Wellington, Greta Point Cws,13/04/2018 03:00,13.4,1,12.7,1,-,-,13.1,61,1,H
Wellington, Greta Point Cws,13/04/2018 04:00,12.8,1,12.4,1,-,-,12.6,67,1,H
Wellington, Greta Point Cws,13/04/2018 05:00,12.5,1,12.3,1,-,-,12.4,67,1,H
Wellington, Greta Point Cws,13/04/2018 06:00,12.3,1,11.9,1,-,-,12.1,67,1,H
Wellington, Greta Point Cws,13/04/2018 07:00,11.9,1,11.5,1,-,-,11.7,69,1,H
Wellington, Greta Point Cws,13/04/2018 08:00,11.6,1,10.6,1,-,-,11.1,71,1,H
Wellington, Greta Point Cws,13/04/2018 09:00,10.7,1,10.4,1,-,-,10.5,76,1,H
Wellington, Greta Point Cws,13/04/2018 10:00,10.9,1,10.5,1,-,-,10.7,80,1,H
Wellington, Greta Point Cws,13/04/2018 11:00,10.9,1,10.4,1,-,-,10.7,81,1,H
Wellington, Greta Point Cws,13/04/2018 12:00,10.9,1,10.6,1,-,-,10.7,83,1,H
Wellington, Greta Point Cws,13/04/2018 13:00,10.7,1,10.1,1,-,-,10.4,83,1,H
Wellington, Greta Point Cws,13/04/2018 14:00,10.3,1,9.9,1,-,-,10.0,85,1,H
Wellington, Greta Point Cws,13/04/2018 15:00,10.2,1,10.0,1,-,-,10.1,85,1,H
Wellington, Greta Point Cws,13/04/2018 16:00,10.1,1,9.8,1,-,-,9.9,83,1,H
Wellington, Greta Point Cws,13/04/2018 17:00,9.8,1,9.6,1,-,-,9.6,80,1,H
Wellington, Greta Point Cws,13/04/2018 18:00,10.0,1,9.7,1,-,-,9.9,82,1,H
Wellington, Greta Point Cws,13/04/2018 19:00,10.8,1,9.8,1,-,-,10.4,77,1,H
Wellington, Greta Point Cws,13/04/2018 20:00,11.8,1,10.7,1,-,-,11.2,67,1,H
Wellington, Greta Point Cws,13/04/2018 21:00,12.8,1,11.7,1,-,-,12.2,60,1,H
Wellington, Greta Point Cws,13/04/2018 22:00,15.2,1,12.8,1,-,-,14.3,53,1,H
Wellington, Greta Point Cws,13/04/2018 23:00,15.6,1,14.2,1,-,-,14.8,53,1,H
Wellington, Greta Point Cws,14/04/2018 00:00,15.9,1,14.9,1,-,-,15.4,54,1,H
Wellington, Greta Point Cws,14/04/2018 01:00,15.0,1,14.4,1,-,-,14.8,58,1,H
Wellington, Greta Point Cws,14/04/2018 02:00,16.9,1,14.2,1,-,-,15.1,57,1,H
Wellington, Greta Point Cws,14/04/2018 03:00,16.0,1,14.5,1,-,-,15.4,55,1,H
Wellington, Greta Point Cws,14/04/2018 04:00,14.5,1,13.6,1,-,-,13.8,60,1,H
Wellington, Greta Point Cws,14/04/2018 05:00,13.9,1,13.1,1,-,-,13.6,61,1,H
Wellington, Greta Point Cws,14/04/2018 06:00,13.1,1,12.5,1,-,-,12.8,63,1,H
Wellington, Greta Point Cws,14/04/2018 07:00,12.6,1,12.1,1,-,-,12.4,62,1,H
Wellington, Greta Point Cws,14/04/2018 08:00,12.2,1,11.3,1,-,-,11.6,63,1,H
Wellington, Greta Point Cws,14/04/2018 09:00,11.4,1,11.0,1,-,-,11.1,63,1,H
Wellington, Greta Point Cws,14/04/2018 10:00,11.1,1,9.8,1,-,-,10.3,67,1,H
Wellington, Greta Point Cws,14/04/2018 11:00,10.1,1,9.2,1,-,-,9.5,72,1,H
Wellington, Greta Point Cws,14/04/2018 12:00,9.9,1,9.2,1,-,-,9.5,72,1,H
Wellington, Greta Point Cws,14/04/2018 13:00,9.4,1,8.6,1,-,-,9.0,75,1,H
Wellington, Greta Point Cws,14/04/2018 14:00,8.7,1,7.7,1,-,-,8.2,79,1,H
Wellington, Greta Point Cws,14/04/2018 15:00,7.9,1,7.3,1,-,-,7.6,83,1,H
Wellington, Greta Point Cws,14/04/2018 16:00,7.4,1,7.0,1,-,-,7.2,86,1,H
Wellington, Greta Point Cws,14/04/2018 17:00,7.6,1,7.2,1,-,-,7.4,86,1,H
Wellington, Greta Point Cws,14/04/2018 18:00,7.9,1,7.3,1,-,-,7.5,85,1,H
Wellington, Greta Point Cws,14/04/2018 19:00,7.9,1,7.4,1,-,-,7.7,88,1,H
Wellington, Greta Point Cws,14/04/2018 20:00,9.5,1,7.5,1,-,-,8.1,90,1,H
Wellington, Greta Point Cws,14/04/2018 21:00,11.5,1,9.5,1,-,-,10.4,85,1,H
Wellington, Greta Point Cws,14/04/2018 22:00,15.8,1,11.5,1,-,-,14.0,66,1,H
Wellington, Greta Point Cws,14/04/2018 23:00,17.4,1,15.8,1,-,-,16.8,54,1,H
Wellington, Greta Point Cws,15/04/2018 00:00,20.2,1,17.1,1,-,-,18.7,48,1,H
Wellington, Greta Point Cws,15/04/2018 01:00,20.2,1,16.5,1,-,-,18.0,52,1,H
Wellington, Greta Point Cws,15/04/2018 02:00,16.5,1,15.6,1,-,-,16.0,59,1,H
Wellington, Greta Point Cws,15/04/2018 03:00,16.2,1,15.5,1,-,-,15.8,61,1,H
Wellington, Greta Point Cws,15/04/2018 04:00,16.3,1,14.2,1,-,-,15.4,62,1,H
Wellington, Greta Point Cws,15/04/2018 05:00,15.0,1,14.1,1,-,-,14.5,67,1,H
Wellington, Greta Point Cws,15/04/2018 06:00,15.2,1,14.8,1,-,-,15.0,73,1,H
Wellington, Greta Point Cws,15/04/2018 07:00,15.3,1,15.0,1,-,-,15.2,78,1,H
Wellington, Greta Point Cws,15/04/2018 08:00,15.3,1,15.0,1,-,-,15.2,80,1,H
Wellington, Greta Point Cws,15/04/2018 09:00,15.5,1,15.2,1,-,-,15.3,81,1,H
Wellington, Greta Point Cws,15/04/2018 10:00,15.6,1,15.4,1,-,-,15.5,82,1,H
Wellington, Greta Point Cws,15/04/2018 11:00,16.7,1,15.5,1,-,-,16.0,79,1,H
Wellington, Greta Point Cws,15/04/2018 12:00,17.1,1,16.6,1,-,-,16.8,76,1,H
Wellington, Greta Point Cws,15/04/2018 13:00,17.2,1,16.9,1,-,-,17.1,75,1,H
Wellington, Greta Point Cws,15/04/2018 14:00,17.1,1,16.3,1,-,-,16.6,80,1,H
Wellington, Greta Point Cws,15/04/2018 15:00,16.4,1,15.5,1,-,-,16.0,87,1,H
Wellington, Greta Point Cws,15/04/2018 16:00,15.6,1,15.3,1,-,-,15.4,92,1,H
Wellington, Greta Point Cws,15/04/2018 17:00,15.6,1,15.3,1,-,-,15.4,94,1,H
Wellington, Greta Point Cws,15/04/2018 18:00,15.7,1,15.5,1,-,-,15.6,94,1,H
Wellington, Greta Point Cws,15/04/2018 19:00,16.3,1,15.6,1,-,-,15.9,94,1,H
Wellington, Greta Point Cws,15/04/2018 20:00,15.8,1,15.0,1,-,-,15.4,88,1,H
Wellington, Greta Point Cws,15/04/2018 21:00,15.6,1,14.9,1,-,-,15.2,89,1,H
Wellington, Greta Point Cws,15/04/2018 22:00,17.5,1,15.6,1,-,-,16.2,84,1,H
Wellington, Greta Point Cws,15/04/2018 23:00,18.1,1,17.1,1,-,-,17.4,79,1,H
Wellington, Greta Point Cws,16/04/2018 00:00,17.3,1,16.2,1,-,-,16.4,87,1,H
Wellington, Greta Point Cws,16/04/2018 01:00,18.4,1,16.3,1,-,-,17.3,84,1,H
Wellington, Greta Point Cws,16/04/2018 02:00,19.6,1,18.4,1,-,-,18.9,71,1,H
Wellington, Greta Point Cws,16/04/2018 03:00,19.9,1,19.5,1,-,-,19.8,60,1,H
Wellington, Greta Point Cws,16/04/2018 04:00,19.6,1,18.7,1,-,-,19.2,59,1,H
Wellington, Greta Point Cws,16/04/2018 05:00,18.8,1,17.2,1,-,-,17.9,60,1,H
Wellington, Greta Point Cws,16/04/2018 06:00,17.2,1,16.6,1,-,-,17.0,63,1,H
Wellington, Greta Point Cws,16/04/2018 07:00,16.7,1,16.4,1,-,-,16.5,59,1,H
Wellington, Greta Point Cws,16/04/2018 08:00,16.9,1,16.5,1,-,-,16.7,49,1,H
Wellington, Greta Point Cws,16/04/2018 09:00,16.7,1,16.2,1,-,-,16.5,48,1,H
Wellington, Greta Point Cws,16/04/2018 10:00,16.4,1,15.5,1,-,-,15.9,52,1,H
Wellington, Greta Point Cws,16/04/2018 11:00,15.7,1,14.9,1,-,-,15.4,61,1,H
Wellington, Greta Point Cws,16/04/2018 12:00,15.7,1,14.9,1,-,-,15.4,54,1,H
Wellington, Greta Point Cws,16/04/2018 13:00,15.6,1,15.1,1,-,-,15.4,58,1,H
Wellington, Greta Point Cws,16/04/2018 14:00,15.6,1,15.0,1,-,-,15.3,64,1,H
Wellington, Greta Point Cws,16/04/2018 15:00,15.6,1,15.3,1,-,-,15.5,63,1,H
Wellington, Greta Point Cws,16/04/2018 16:00,15.5,1,15.1,1,-,-,15.2,66,1,H
Wellington, Greta Point Cws,16/04/2018 17:00,15.8,1,15.5,1,-,-,15.7,64,1,H
Wellington, Greta Point Cws,16/04/2018 18:00,15.9,1,15.6,1,-,-,15.7,69,1,H
Wellington, Greta Point Cws,16/04/2018 19:00,16.6,1,15.8,1,-,-,16.2,76,1,H
Wellington, Greta Point Cws,16/04/2018 20:00,17.2,1,16.6,1,-,-,16.8,79,1,H
Wellington, Greta Point Cws,16/04/2018 21:00,17.5,1,17.1,1,-,-,17.3,79,1,H
Wellington, Greta Point Cws,16/04/2018 22:00,18.9,1,17.5,1,-,-,18.4,75,1,H
Wellington, Greta Point Cws,16/04/2018 23:00,19.8,1,18.0,1,-,-,18.9,76,1,H
Wellington, Greta Point Cws,17/04/2018 00:00,20.0,1,19.1,1,-,-,19.6,75,1,H
Wellington, Greta Point Cws,17/04/2018 01:00,19.7,1,19.1,1,-,-,19.4,76,1,H
Wellington, Greta Point Cws,17/04/2018 02:00,19.3,1,19.0,1,-,-,19.1,77,1,H
Wellington, Greta Point Cws,17/04/2018 03:00,19.1,1,17.9,1,-,-,18.4,80,1,H
Wellington, Greta Point Cws,17/04/2018 04:00,18.6,1,17.7,1,-,-,18.2,72,1,H
Wellington, Greta Point Cws,17/04/2018 05:00,18.0,1,17.2,1,-,-,17.5,72,1,H
Wellington, Greta Point Cws,17/04/2018 06:00,17.2,1,16.8,1,-,-,17.0,71,1,H
Wellington, Greta Point Cws,17/04/2018 07:00,16.9,1,16.3,1,-,-,16.5,72,1,H
Wellington, Greta Point Cws,17/04/2018 08:00,16.4,1,16.1,1,-,-,16.1,72,1,H
Wellington, Greta Point Cws,17/04/2018 09:00,16.1,1,15.6,1,-,-,15.9,67,1,H
Wellington, Greta Point Cws,17/04/2018 10:00,15.7,1,15.5,1,-,-,15.5,66,1,H
Wellington, Greta Point Cws,17/04/2018 11:00,15.6,1,15.4,1,-,-,15.4,62,1,H
Wellington, Greta Point Cws,17/04/2018 12:00,15.5,1,15.3,1,-,-,15.4,62,1,H
Wellington, Greta Point Cws,17/04/2018 13:00,15.5,1,15.3,1,-,-,15.4,64,1,H
Wellington, Greta Point Cws,17/04/2018 14:00,15.8,1,15.5,1,-,-,15.6,63,1,H
Wellington, Greta Point Cws,17/04/2018 15:00,15.8,1,15.2,1,-,-,15.5,62,1,H
Wellington, Greta Point Cws,17/04/2018 16:00,15.2,1,15.0,1,-,-,15.1,64,1,H
Wellington, Greta Point Cws,17/04/2018 17:00,15.1,1,14.4,1,-,-,14.8,65,1,H
Wellington, Greta Point Cws,17/04/2018 18:00,14.4,1,13.4,1,-,-,14.0,63,1,H
Wellington, Greta Point Cws,17/04/2018 19:00,13.7,1,13.3,1,-,-,13.4,55,1,H
Wellington, Greta Point Cws,17/04/2018 20:00,14.3,1,13.3,1,-,-,13.8,46,1,H
Wellington, Greta Point Cws,17/04/2018 21:00,14.3,1,13.7,1,-,-,14.0,45,1,H
Wellington, Greta Point Cws,17/04/2018 22:00,14.3,1,14.1,1,-,-,14.2,45,1,H
Wellington, Greta Point Cws,17/04/2018 23:00,14.5,1,13.9,1,-,-,14.1,43,1,H
Wellington, Greta Point Cws,18/04/2018 00:00,15.2,1,14.4,1,-,-,14.7,44,1,H
Wellington, Greta Point Cws,18/04/2018 01:00,18.8,1,15.0,1,-,-,17.2,39,1,H
Wellington, Greta Point Cws,18/04/2018 02:00,18.3,1,15.4,1,-,-,16.4,46,1,H
Wellington, Greta Point Cws,18/04/2018 03:00,15.8,1,14.2,1,-,-,15.0,58,1,H
Wellington, Greta Point Cws,18/04/2018 04:00,15.1,1,13.7,1,-,-,14.6,59,1,H
Wellington, Greta Point Cws,18/04/2018 05:00,13.8,1,12.0,1,-,-,13.1,67,1,H
Wellington, Greta Point Cws,18/04/2018 06:00,12.1,1,10.7,1,-,-,11.4,77,1,H
Wellington, Greta Point Cws,18/04/2018 07:00,10.7,1,9.5,1,-,-,10.1,82,1,H
Wellington, Greta Point Cws,18/04/2018 08:00,9.6,1,9.3,1,-,-,9.5,83,1,H
Wellington, Greta Point Cws,18/04/2018 09:00,9.6,1,9.1,1,-,-,9.3,82,1,H
Wellington, Greta Point Cws,18/04/2018 10:00,9.3,1,8.5,1,-,-,8.9,84,1,H
Wellington, Greta Point Cws,18/04/2018 11:00,9.8,1,8.6,1,-,-,9.2,88,1,H
Wellington, Greta Point Cws,18/04/2018 12:00,10.1,1,9.4,1,-,-,9.8,89,1,H
Wellington, Greta Point Cws,18/04/2018 13:00,10.0,1,9.3,1,-,-,9.7,88,1,H
Wellington, Greta Point Cws,18/04/2018 14:00,9.7,1,9.3,1,-,-,9.5,89,1,H
Wellington, Greta Point Cws,18/04/2018 15:00,10.0,1,9.6,1,-,-,9.7,87,1,H
Wellington, Greta Point Cws,18/04/2018 16:00,10.3,1,9.8,1,-,-,10.0,86,1,H
Wellington, Greta Point Cws,18/04/2018 17:00,9.9,1,9.4,1,-,-,9.6,81,1,H
Wellington, Greta Point Cws,18/04/2018 18:00,9.5,1,9.2,1,-,-,9.3,82,1,H
Wellington, Greta Point Cws,18/04/2018 19:00,9.6,1,9.3,1,-,-,9.5,82,1,H
Wellington, Greta Point Cws,18/04/2018 20:00,11.3,1,9.6,1,-,-,10.1,79,1,H
Wellington, Greta Point Cws,18/04/2018 21:00,13.1,1,11.2,1,-,-,12.2,74,1,H
Wellington, Greta Point Cws,18/04/2018 22:00,16.0,1,13.1,1,-,-,14.8,67,1,H
Wellington, Greta Point Cws,18/04/2018 23:00,18.1,1,16.0,1,-,-,16.8,60,1,H
Wellington, Greta Point Cws,19/04/2018 00:00,18.5,1,17.8,1,-,-,18.1,57,1,H
Wellington, Greta Point Cws,19/04/2018 01:00,18.7,1,18.1,1,-,-,18.4,53,1,H
Wellington, Greta Point Cws,19/04/2018 02:00,18.5,1,17.9,1,-,-,18.2,55,1,H
Wellington, Greta Point Cws,19/04/2018 03:00,18.2,1,17.8,1,-,-,18.0,60,1,H
Wellington, Greta Point Cws,19/04/2018 04:00,18.2,1,17.4,1,-,-,17.9,62,1,H
Wellington, Greta Point Cws,19/04/2018 05:00,17.4,1,15.8,1,-,-,16.2,72,1,H
Wellington, Greta Point Cws,19/04/2018 06:00,16.0,1,15.6,1,-,-,15.7,75,1,H
Wellington, Greta Point Cws,19/04/2018 07:00,16.4,1,15.6,1,-,-,16.0,66,1,H
Wellington, Greta Point Cws,19/04/2018 08:00,16.4,1,15.6,1,-,-,16.0,70,1,H
Wellington, Greta Point Cws,19/04/2018 09:00,16.0,1,15.6,1,-,-,15.8,71,1,H
Wellington, Greta Point Cws,19/04/2018 10:00,16.1,1,15.7,1,-,-,15.9,69,1,H
Wellington, Greta Point Cws,19/04/2018 11:00,15.9,1,15.4,1,-,-,15.6,72,1,H
Wellington, Greta Point Cws,19/04/2018 12:00,16.2,1,15.4,1,-,-,15.8,58,1,H
Wellington, Greta Point Cws,19/04/2018 13:00,16.2,1,15.8,1,-,-,16.0,54,1,H
Wellington, Greta Point Cws,19/04/2018 14:00,16.0,1,15.8,1,-,-,15.8,57,1,H
Wellington, Greta Point Cws,19/04/2018 15:00,15.9,1,15.7,1,-,-,15.8,60,1,H
Wellington, Greta Point Cws,19/04/2018 16:00,15.9,1,15.5,1,-,-,15.7,63,1,H
Wellington, Greta Point Cws,19/04/2018 17:00,15.6,1,15.4,1,-,-,15.5,70,1,H
Wellington, Greta Point Cws,19/04/2018 18:00,15.6,1,15.3,1,-,-,15.4,74,1,H
Wellington, Greta Point Cws,19/04/2018 19:00,15.6,1,15.4,1,-,-,15.5,74,1,H
Wellington, Greta Point Cws,19/04/2018 20:00,15.8,1,15.3,1,-,-,15.5,72,1,H
Wellington, Greta Point Cws,19/04/2018 21:00,16.7,1,15.7,1,-,-,16.1,65,1,H
Wellington, Greta Point Cws,19/04/2018 22:00,18.2,1,16.6,1,-,-,17.4,62,1,H
Wellington, Greta Point Cws,19/04/2018 23:00,19.1,1,18.1,1,-,-,18.7,57,1,H
Wellington, Greta Point Cws,20/04/2018 00:00,19.2,1,18.9,1,-,-,19.1,58,1,H
Wellington, Greta Point Cws,20/04/2018 01:00,19.5,1,19.1,1,-,-,19.2,58,1,H
Wellington, Greta Point Cws,20/04/2018 02:00,19.4,1,19.0,1,-,-,19.1,58,1,H
Wellington, Greta Point Cws,20/04/2018 03:00,19.7,1,18.9,1,-,-,19.4,58,1,H
Wellington, Greta Point Cws,20/04/2018 04:00,19.0,1,18.4,1,-,-,18.7,63,1,H
Wellington, Greta Point Cws,20/04/2018 05:00,18.5,1,17.0,1,-,-,17.6,68,1,H
Wellington, Greta Point Cws,20/04/2018 06:00,17.0,1,16.7,1,-,-,16.8,73,1,H
Wellington, Greta Point Cws,20/04/2018 07:00,16.8,1,16.6,1,-,-,16.6,74,1,H
Wellington, Greta Point Cws,20/04/2018 08:00,16.7,1,16.6,1,-,-,16.6,75,1,H
Wellington, Greta Point Cws,20/04/2018 09:00,16.6,1,16.1,1,-,-,16.3,75,1,H
Wellington, Greta Point Cws,20/04/2018 10:00,16.3,1,15.8,1,-,-,16.1,76,1,H
Wellington, Greta Point Cws,20/04/2018 11:00,16.4,1,15.8,1,-,-,16.1,75,1,H
Wellington, Greta Point Cws,20/04/2018 12:00,16.7,1,16.3,1,-,-,16.5,71,1,H
Wellington, Greta Point Cws,20/04/2018 13:00,16.6,1,16.1,1,-,-,16.3,69,1,H
Wellington, Greta Point Cws,20/04/2018 14:00,16.6,1,16.4,1,-,-,16.5,63,1,H
Wellington, Greta Point Cws,20/04/2018 15:00,16.4,1,16.1,1,-,-,16.3,65,1,H
